MINE_ID,CONTROLLER_ID,CONTROLLER_NAME,OPERATOR_ID,OPERATOR_NAME,CONTRACTOR_ID,DOCUMENT_NO,SUBUNIT_CD,SUBUNIT,ACCIDENT_DT,CAL_YR,CAL_QTR,FISCAL_YR,FISCAL_QTR,ACCIDENT_TIME,DEGREE_INJURY_CD,DEGREE_INJURY,FIPS_STATE_CD,UG_LOCATION_CD,UG_LOCATION,UG_MINING_METHOD_CD,UG_MINING_METHOD,MINING_EQUIP_CD,MINING_EQUIP,EQUIP_MFR_CD,EQUIP_MFR_NAME,EQUIP_MODEL_NO,SHIFT_BEGIN_TIME,CLASSIFICATION_CD,CLASSIFICATION,ACCIDENT_TYPE_CD,ACCIDENT_TYPE,NO_INJURIES,TOT_EXPER,MINE_EXPER,JOB_EXPER,OCCUPATION_CD,OCCUPATION,ACTIVITY_CD,ACTIVITY,INJURY_SOURCE_CD,INJURY_SOURCE,NATURE_INJURY_CD,NATURE_INJURY,INJ_BODY_PART_CD,INJ_BODY_PART,SCHEDULE_CHARGE,DAYS_RESTRICT,DAYS_LOST,TRANS_TERM,RETURN_TO_WORK_DT,IMMED_NOTIFY_CD,IMMED_NOTIFY,INVEST_BEGIN_DT,narrative,CLOSED_DOC_NO,COAL_METAL_IND
4100078,0041044,Lhoist Group,L13547,"Lhoist North America of Texas, LLC",,220220350006,30,MILL OPERATION/PREPARATION PLANT,2022-01-26,2022,1,2022,2,1330.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,0.71,0.71,.71,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",010,"FLOOR,WALKING SURF-NOT UG",220,"FRACTURE,CHIP",530,FOOT(NOT ANKLE/TOE)/TARSUS/METATARSUS,0.0,15.0,0.0,Y,02/18/2022,? ,NO VALUE FOUND,,"While walking on a flat surface, miner twisted left ankle causing a potential foot fracture.",320220700002,M
4102781,M07250,Eagle Materials Inc & Heidelberger Zement Ag,L09203,Texas Lehigh Cement Company LP,,220222770040,30,MILL OPERATION/PREPARATION PLANT,2022-10-02,2022,4,2023,1,1315.0,5,DAYS RESTRICTED ACTIVITY ONLY,48,?,NO VALUE FOUND,?,NO VALUE FOUND,70,"Welding machine, Torch, Cutting torch, Arc welder, Air arc",121,Not Reported,,700.0,17,MACHINERY,21,"Caught in, under or between a moving and a stationary object",1.0,1.15,1.15,1.15,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",093,Welding or cutting,088,"METAL,NEC(PIPE,WIRE,NAIL)",170,CRUSHING,530,FOOT(NOT ANKLE/TOE)/TARSUS/METATARSUS,0.0,10.0,0.0,N,10/17/2022,? ,NO VALUE FOUND,,"Employee was cutting bolts to separate flanges / boom sections on material reclaimer in order to remove sprocket/shaft assembly. Although boom was supported when cutting last bolt, boom section shifted back catching EE's right foot underneath it causing crushing injury and contusions. ",320223050010,M
4600007,M02046,Summit Materials LLC,0119988,Argos USA LLC,HUW,220240540001,30,MILL OPERATION/PREPARATION PLANT,2024-02-11,2024,1,2024,2,900.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",54,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,05,FALLING/SLIDING/ROLLING MATERIALS,04,Struck by falling object,1.0,2.0,0.08,2,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,031,"KILN PROD,INC BLDUP,REMOV",320,DUST IN EYES,130,EYE(S) OPTIC NERVE/VISON,0.0,0.0,0.0,N,02/11/2024,? ,NO VALUE FOUND,,"While performing the workplace inspection, a coworker walking overhead knocked clinker dust down onto employee.",,M
4606736,0085453,Metinvest B V,0055797,Carter Roag Coal Company,,220220470001,30,MILL OPERATION/PREPARATION PLANT,2022-02-13,2022,1,2022,2,150.0,3,DAYS AWAY FROM WORK ONLY,54,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1730.0,18,SLIP OR FALL OF PERSON,12,Fall from machine,1.0,5.0,0.23,20,376,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver",039,Machine maintenance,117,GROUND,220,"FRACTURE,CHIP",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,0.0,0.0,N,05/09/2022,? ,NO VALUE FOUND,,"Truck driver climbed up on the right front fender of EE's coal truck to add motor oil to the motor, slipped off of fender landing on EE's right side of EE's head and right shoulder. Had pain in EE's shoulder and back.",,C
4800611,M00822,David  Brown,L00962,"Wyo-Ben, Inc",,220240440002,30,MILL OPERATION/PREPARATION PLANT,2023-10-27,2023,4,2024,1,1630.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",56,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1400.0,18,SLIP OR FALL OF PERSON,17,Fall to the walkway or working surface,1.0,1.98,1.98,1,382,"Front-end loader, Scraper-loader operator, Pan operator, Payloader, Scraper rig operator",092,"Walking, Running",117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",450,SHOULDERS (COLLARBONE/CLAVICLE/SCAPULA),0.0,0.0,0.0,N,10/27/2023,? ,NO VALUE FOUND,,Employee slipped on some mud and fell. Employee informed supervisor their shoulder and elbow were sore. Employee did not seek medical attention at the time of the injury. On 1/18/23 employee had a medical exam. On 1/24/24 employee had an MRI. Employee diagnosed with a strained muscle in left shoulder. On 2/7/24 employee had physical therapy.,,M
4800977,C15561,Arch Resources Inc,P24224,Thunder Basin Coal Company LLC,CJ4,220222010005,30,MILL OPERATION/PREPARATION PLANT,2022-06-30,2022,2,2022,3,9999.0,5,DAYS RESTRICTED ACTIVITY ONLY,56,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,9999.0,09,HANDLING OF MATERIALS,27,Over-exertion in lifting objects,1.0,0.46,0.46,.46,414,"Quality control technician, Laboratory technician, Laboratory assistant",028,Handling supplies or material,004,BAGS,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,39.0,0.0,N,09/18/2022,? ,NO VALUE FOUND,,Was trying to lift 75 pound bag but pulled something in lower back.,320231160021,C
100027,M02802,Vicat S A,L12645,"National Cement Co., of AL., Inc.",,220223320035,30,MILL OPERATION/PREPARATION PLANT,2022-11-15,2022,4,2023,1,730.0,4,DYS AWY FRM WRK & RESTRCTD ACT,1,?,NO VALUE FOUND,?,NO VALUE FOUND,14,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",121,Not Reported,,730.0,17,MACHINERY,04,Struck by falling object,1.0,4.54,4.54,1.13,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",028,Handling supplies or material,125,"CEMENT PROD,CONCRET BLOCK",220,"FRACTURE,CHIP",330,HAND (NOT WRIST OR FINGERS),0.0,28.0,3.0,N,01/19/2023,? ,NO VALUE FOUND,,"While making a blind lift, with 3 flagmen, the tip of a mobile crane bumped an overhead beam, dislodging buildup, that fell and contacted the left hand of the repairman rigging the lift. Employee suffered fracture of left hand. Employee did not require surgery, and is in a cast, on restricted duty.",320230230007,M
200001,M06003,Salt River Pima-Maricopa Indian Community,L09362,Phoenix Cement,,220231950004,30,MILL OPERATION/PREPARATION PLANT,2023-07-06,2023,3,2023,4,730.0,4,DYS AWY FRM WRK & RESTRCTD ACT,4,?,NO VALUE FOUND,?,NO VALUE FOUND,10,Chute,121,Not Reported,,600.0,17,MACHINERY,21,"Caught in, under or between a moving and a stationary object",1.0,8.06,0.06,.06,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",036,Inspect equipment or mine,086,METAL COVERS & GUARDS,220,"FRACTURE,CHIP",430,CHEST (RIBS/BREAST BONE/CHEST ORGNS),0.0,42.0,2.0,N,09/11/2023,? ,NO VALUE FOUND,,"EE was inspecting a chute and gate area.  EE entered the gate area, and the gate cycled.  EE was pinned between the gate and the chute.  EE sustained some crushing injuries.  The employee sustained a fractured rib.",320232560004,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220223540011,30,MILL OPERATION/PREPARATION PLANT,2022-12-16,2022,4,2023,1,2000.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1700.0,21,OTHER,26,"Bodily reaction, NEC",1.0,9.0,1.0,1,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",002,BODILY MOTION,330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,12.0,0.0,N,01/04/2023,? ,NO VALUE FOUND,,Employee was following an overhead crane load when they stepped wrong and twisted their knee. ,320230090004,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220230750009,30,MILL OPERATION/PREPARATION PLANT,2023-03-08,2023,1,2023,2,1400.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,0.29,0.29,.29,640,"Ball/Rod/Pebble/Hand/Limestone/Dry mill operator, Roller operator",092,"Walking, Running",086,METAL COVERS & GUARDS,330,"SPRAIN,STRAIN RUPT DISC",540,TOE(S)/PHALANGES,0.0,0.0,0.0,N,03/09/2023,? ,NO VALUE FOUND,,Employee stubbed their foot on the metal grating. ,,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220232570006,30,MILL OPERATION/PREPARATION PLANT,2023-08-30,2023,3,2023,4,2030.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1800.0,09,HANDLING OF MATERIALS,01,Struck against stationary object,1.0,0.75,0.75,.42,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",028,Handling supplies or material,088,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,2.0,0.0,N,09/06/2023,? ,NO VALUE FOUND,,Employee was cleaning with a water hose when they cut their finger. ,,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220241150011,30,MILL OPERATION/PREPARATION PLANT,2024-04-05,2024,2,2024,3,1530.0,5,DAYS RESTRICTED ACTIVITY ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,01,Struck against stationary object,1.0,15.0,5.0,.85,418,"Belt foreman, Maintenance foreman, Maintenance supervisor",039,Machine maintenance,081,"MCH PWR TRNSMSN APPR,NEC",180,"CUT,LACER,PUNCT-OPN WOUND",330,HAND (NOT WRIST OR FINGERS),0.0,24.0,0.0,N,05/13/2024,? ,NO VALUE FOUND,,Employee cut palm of hand on pinion gear,320241420013,M
200024,0067299,Freeport-McMoRan Inc,L12058,Freeport-McMoRan Morenci Inc.,,220250440010,30,MILL OPERATION/PREPARATION PLANT,2025-01-29,2025,1,2025,2,1100.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,500.0,09,HANDLING OF MATERIALS,21,"Caught in, under or between a moving and a stationary object",1.0,3.23,3.23,3.23,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",028,Handling supplies or material,020,"BRICK,CERAMIC",310,"SCRATCH,ABRASION,SUPERFCL",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,01/29/2025,? ,NO VALUE FOUND,,Employee pinched finger moving liner,,M
200144,0067299,Freeport-McMoRan Inc,L17248,Freeport-McMoRan Sierrita Ops.,,220232200013,30,MILL OPERATION/PREPARATION PLANT,2023-08-03,2023,3,2023,4,1222.0,3,DAYS AWAY FROM WORK ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,09,HANDLING OF MATERIALS,17,Fall to the walkway or working surface,1.0,4.85,4.85,4.85,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",039,Machine maintenance,117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",510,"LEG, NEC",0.0,0.0,49.0,N,10/12/2023,? ,NO VALUE FOUND,,EE was using a J hook to correct proper anode location on the cell line. The J hook slipped from the bottom of the anode and this caused the employee to lose their balance and trip and fall. They injured their face and lower leg. EE issued restrictions. ,320232860001,M
200150,M13109,Grupo Mexico S A,L17191,Asarco LLC,,220242530012,30,MILL OPERATION/PREPARATION PLANT,2024-08-29,2024,3,2024,4,2400.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1830.0,10,HANDTOOLS (NONPOWERED),21,"Caught in, under or between a moving and a stationary object",1.0,0.62,0.62,.62,399,"Miner, Prospector, NEC",039,Machine maintenance,050,WRENCH,220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,08/29/2024,? ,NO VALUE FOUND,,Smashed their left thumb between the valve wrench and a flange resulting in a fracture.,,M
201049,0111145,Capstone Copper Corp,0130614,Pinto Valley Mining Corp.,,220232000023,30,MILL OPERATION/PREPARATION PLANT,2023-07-13,2023,3,2023,4,1130.0,3,DAYS AWAY FROM WORK ONLY,4,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",123,Bobcat,,600.0,12,POWERED HAULAGE,08,Struck by... NEC,1.0,0.38,0.38,.38,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",039,Machine maintenance,088,"METAL,NEC(PIPE,WIRE,NAIL)",330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,0.0,32.0,N,09/07/2023,? ,NO VALUE FOUND,,"Person was bracing against pipe with right knee, when a bobcat hit the pipe into EE's knee.",320233030009,M
201049,0111145,Capstone Copper Corp,0130614,Pinto Valley Mining Corp.,,220243130007,30,MILL OPERATION/PREPARATION PLANT,2024-11-01,2024,4,2025,1,2000.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",4,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1730.0,10,HANDTOOLS (NONPOWERED),21,"Caught in, under or between a moving and a stationary object",1.0,0.06,0.06,.06,399,"Miner, Prospector, NEC",039,Machine maintenance,051,"HAND TOOLS,NONPOWERED,NEC",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0.0,0.0,0.0,N,11/13/2024,? ,NO VALUE FOUND,,"Employee was helping to adjust the gap on Crusher #5 using a hydraulic ram. When the ram began to retract, it slipped off of the crusher tooth and the employee grabbed it, crushing their Right ring and pinky finger between the ram body and head.",320243230004,M
400034,M07897,Taiheiyo Cement Corp,L11900,CalPortland Company,,220231440010,30,MILL OPERATION/PREPARATION PLANT,2023-05-18,2023,2,2023,3,1130.0,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,29,Hand tools (powered),142,Milwaukee,0,500.0,17,MACHINERY,30,Over-exertion NEC,1.0,5.06,5.06,5.06,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",039,Machine maintenance,057,"HAND TOOLS,POWERED,NEC",330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,4.0,0.0,N,05/25/2023,? ,NO VALUE FOUND,,Incident occurred while employee was using rotary hammer from man-basket to remove build up on crane way wall and pipes. Employee was hammering build up on pipes when it became lodged in build up. Employee let off the trigger was a few seconds then engaged trigger to try and pull out hammer. While pulling on hammer employee felt pull/ strain in middle/ center of back.,320231510007,M
400196,M00174,Martin Marietta Materials Inc,0186495,"Tehachapi Cement, LLC.",N727,220230190004,30,MILL OPERATION/PREPARATION PLANT,2023-01-08,2023,1,2023,2,1330.0,4,DYS AWY FRM WRK & RESTRCTD ACT,6,?,NO VALUE FOUND,?,NO VALUE FOUND,14,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",119,Not on this list,50155HL,700.0,18,SLIP OR FALL OF PERSON,12,Fall from machine,1.0,9.0,9.0,9,378,"Crane operator, Mobile equipment operator (MEO), Dragline operator, Dropball operator, Rigger",023,Getting on or off equipment,117,GROUND,400,"UNCLASSIFIED,NOT DETERMED",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0.0,10.0,230.0,Y,12/22/2023,? ,NO VALUE FOUND,,Employee was getting into the cab of the crane. Lost EE's grip with the hand on the rail and fell backwards on to the ground. Hitting with EE's right foot first and then landed on EE's back,,M
801277,M02046,Summit Materials LLC,0119988,Argos USA LLC,C7283,220232840003,30,MILL OPERATION/PREPARATION PLANT,2023-09-27,2023,3,2023,4,9999.0,4,DYS AWY FRM WRK & RESTRCTD ACT,12,?,NO VALUE FOUND,?,NO VALUE FOUND,45,Ore haulage trucks -  on highway trucks,068,Mack,Anthem,9999.0,18,SLIP OR FALL OF PERSON,12,Fall from machine,1.0,,,6,376,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver",023,Getting on or off equipment,117,GROUND,220,"FRACTURE,CHIP",440,HIPS (PELVIS/ORGANS/KIDNEYS/BUTTOCKS),0.0,90.0,17.0,N,01/30/2024,? ,NO VALUE FOUND,,Failure to maintain 3 points of contact while exiting the truck.,,M
801370,M06183,CRH PLC,0165373,Suwannee American Cement,,220241690006,30,MILL OPERATION/PREPARATION PLANT,2024-06-07,2024,2,2024,3,645.0,3,DAYS AWAY FROM WORK ONLY,12,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630.0,09,HANDLING OF MATERIALS,04,Struck by falling object,1.0,0.4,0.4,.4,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",028,Handling supplies or material,087,WHEEL-FROM CAR OR TRUCK,330,"SPRAIN,STRAIN RUPT DISC",450,SHOULDERS (COLLARBONE/CLAVICLE/SCAPULA),0.0,,,,,? ,NO VALUE FOUND,,"Removing tires from reject cage, entered the cage to remove reject when tire fell striking right shoulder/neck. Miner reported to the supervisor. Clinic contacted; EE was put on self-care. Miner stated did not feel better and wanted to go to clinic. EE did not appear to be injured and there were no witnesses. No signs of injury. Put on light duty. Claim is being contested.",,M
900030,M11763,Imerys S A,L17145,"Imerys Carbonates USA, Inc",,220221930024,30,MILL OPERATION/PREPARATION PLANT,2022-07-08,2022,3,2022,4,1845.0,5,DAYS RESTRICTED ACTIVITY ONLY,13,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700.0,19,STEPPING OR KNEELING ON OBJECT,01,Struck against stationary object,1.0,0.85,0.85,.85,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",092,"Walking, Running",089,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,10.0,0.0,N,07/21/2022,? ,NO VALUE FOUND,,Employee twisted left ankle on a rock. EE's ankle proceeded to swell and become weak and painful.,320222140010,M
900121,M11763,Imerys S A,L18158,Kentucky-Tennessee Clay Company,,220243090021,30,MILL OPERATION/PREPARATION PLANT,2024-10-26,2024,4,2025,1,1900.0,5,DAYS RESTRICTED ACTIVITY ONLY,13,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1500.0,09,HANDLING OF MATERIALS,28,Over-exertion in pulling or pushing objects,1.0,3.0,3.0,3,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,003,"BOILR,PRES VSL,AIR HOS,OX",330,"SPRAIN,STRAIN RUPT DISC",410,ABDOMEN/INTERNAL ORGANS,0.0,9.0,0.0,N,11/04/2024,? ,NO VALUE FOUND,,"Employee was called out to install a hose for 10 silo. The clamp failed and EE had to come back out and install it again. During the second installation the hose was found in the car, full of clay. Another Employee helped EE pull the hose out of the car and this was when the employee felt a pain in the lower stomach.",,M
901093,M00950,J M Huber Corp,0159734,Huber Carbonates LLC.,,220222510011,30,MILL OPERATION/PREPARATION PLANT,2022-03-02,2022,1,2022,2,1100.0,4,DYS AWY FRM WRK & RESTRCTD ACT,13,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,500.0,09,HANDLING OF MATERIALS,27,Over-exertion in lifting objects,1.0,5.0,5.0,1.15,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",028,Handling supplies or material,004,BAGS,260,HERNIA;RUPTURE,410,ABDOMEN/INTERNAL ORGANS,0.0,32.0,5.0,N,10/20/2022,? ,NO VALUE FOUND,,Employee was stacking a pallet with 50lb bags higher then allowed which caused employee to lift bag overhead.  Employee felt a pulling in belly but did not feel pain. Resulted in hernia above the belly button. Not reported to HR or EHS for months.  Was not deemed work related until 8/31/22.,320223060006,M
1102546,C15833,Peabody Energy Corporation,P23854,"Peabody Midwest Mining, LLC",,220243400011,30,MILL OPERATION/PREPARATION PLANT,2023-10-24,2023,4,2024,1,755.0,3,DAYS AWAY FROM WORK ONLY,17,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,600.0,18,SLIP OR FALL OF PERSON,30,Over-exertion NEC,1.0,25.0,15.0,9,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",092,"Walking, Running",011,STEPS,330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0.0,0.0,56.0,N,02/24/2025,? ,NO VALUE FOUND,,"The IE was descending stairs from the second floor in the Prep Plant. When the IE reached the landing between the 2nd and 1st floors, EE turned right with EE's left leg to start descending the next flight of stairs. As EE stepped down with EE's left leg, EE twisted the left knee.",320250550011,C
1200063,M00004,Heidelberg Materials AG,L17551,Heidelberg Materials US Cement LLC,HUW,220222620002,30,MILL OPERATION/PREPARATION PLANT,2022-09-09,2022,3,2022,4,1045.0,5,DAYS RESTRICTED ACTIVITY ONLY,18,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630.0,09,HANDLING OF MATERIALS,21,"Caught in, under or between a moving and a stationary object",1.0,0.08,0.08,.08,306,Welder (non-shop),028,Handling supplies or material,088,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0.0,22.0,0.0,N,10/06/2022,? ,NO VALUE FOUND,,"The employee pinched their hand while installing a 10 pipe. """,320222840001,M
1302297,M37102,Lloyd B  Pattison,0067483,"Pattison Company, LLC",,220222550036,30,MILL OPERATION/PREPARATION PLANT,2022-09-07,2022,3,2022,4,1300.0,6,"NO DYS AWY FRM WRK,NO RSTR ACT",19,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630.0,09,HANDLING OF MATERIALS,04,Struck by falling object,1.0,0.13,0.13,.13,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,092,PULVERIZED MINERAL (DUST),320,DUST IN EYES,130,EYE(S) OPTIC NERVE/VISON,0.0,0.0,0.0,N,09/08/2022,? ,NO VALUE FOUND,,REPAIRING A SAND LINE CRUSHING BELT CAUSED SOME SAND TO FALL OFF AND GET INTO EE'S EYE CAUSING IRRITATION. EE DID NOT FEEL NEEDED MEDICAL ATTENTION UNTIL THE NEXT DAY WHEN IT STILL HURT. 9/8/22 EE SAW DR. AND GOT A PRESCRIPTION FOR EYE AND NO FOLLOW-UP WAS NEEDED. RELEASED TO FULL DUTY. FILED WITHIN 5 DAYS OF MEDICAL TREATMENT TO MSHA 9/12/22.,,M
1515153,0079793,Lipari Energy,P24596,B & W Resources Inc,,220220260028,30,MILL OPERATION/PREPARATION PLANT,2022-01-21,2022,1,2022,2,1540.0,4,DYS AWY FRM WRK & RESTRCTD ACT,21,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",018,Caterpillar,980H,600.0,18,SLIP OR FALL OF PERSON,12,Fall from machine,1.0,30.0,11.0,11,382,"Front-end loader, Scraper-loader operator, Pan operator, Payloader, Scraper rig operator",023,Getting on or off equipment,117,GROUND,220,"FRACTURE,CHIP",440,HIPS (PELVIS/ORGANS/KIDNEYS/BUTTOCKS),0.0,110.0,91.0,N,10/31/2022,? ,NO VALUE FOUND,,The employee fell while dismounting the 980H Caterpillar Loader. This resulted in a fracture to EE's pelvis and limited mobility in the shoulder. ,320231290003,C
1601267,M02939,Asbury Carbons Inc,L17042,Southwestern Graphite,,220231460002,30,MILL OPERATION/PREPARATION PLANT,2023-03-21,2023,1,2023,2,1030.0,4,DYS AWY FRM WRK & RESTRCTD ACT,22,?,NO VALUE FOUND,?,NO VALUE FOUND,23,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",018,Caterpillar,FD20N,700.0,18,SLIP OR FALL OF PERSON,18,Fall onto or against objects,1.0,6.15,6.15,6.15,674,"Warehouse, Supply handler",028,Handling supplies or material,105,"FORKLIFTS,STACKERS,TRCTR",390,"OTHER INJURY,NEC",340,FINGER(S)/THUMB,0.0,32.0,5.0,N,05/15/2023,? ,NO VALUE FOUND,,"Employee was kneeling on top of a double stacked pallet, forklift driver was down stacking pallets to be identified by the tag on the ears. Employee kneeling on the double stacked pallet on the next row reached for the ear and fell forward finger was damaged on the fork.",,M
2000061,M10266,Carmeuse Holding SA,L17341,O-N Minerals (Michigan) Company,,220232130020,30,MILL OPERATION/PREPARATION PLANT,2023-07-25,2023,3,2023,4,1800.0,4,DYS AWY FRM WRK & RESTRCTD ACT,26,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,1500.0,19,STEPPING OR KNEELING ON OBJECT,01,Struck against stationary object,1.0,19.81,19.81,19.81,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",039,Machine maintenance,089,"BROKEN ROCK,COAL,ORE,WSTE",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,0.0,12.0,139.0,N,07/31/2024,? ,NO VALUE FOUND,,Ee was pulling a hose to fuel/service a piece of mobile equipment when they stepped on a rock and rolled their ankle which aggravated a pre-existing injury.,320242140017,M
